plant_type,infection_short_name,infection_full_name,severity_level,visible_symptoms,treatment_description,biological_control,chemical_control,prevention_steps
Pepper,Early Blight,Early Blight (Alternaria solani),High,Brown lesions with concentric rings on foliage; stem collar lesions possible,On Pepper: Sanitate fallen debris and treat remaining canopy preventively,Trichoderma soil/foliar programs to suppress Alternaria pressure,Use FRAC-diverse programs; avoid consecutive same-mode sprays,Avoid prolonged leaf wetness; balance fertility
Potato,Early Blight,Early Blight (Alternaria solani),High,Lower-canopy leaf spots expanding upward under warm humid conditions,On Potato: Remove lower infected leaves; apply labeled Alternaria fungicide rotation,Trichoderma soil/foliar programs to suppress Alternaria pressure,Rotate chlorothalonil / mancozeb-class and labeled SDHI products,Avoid prolonged leaf wetness; balance fertility
Tomato,Early Blight,Early Blight (Alternaria solani),Medium,Target-spot concentric rings on older leaves; yellowing and defoliation,On Tomato: Remove lower infected leaves; apply labeled Alternaria fungicide rotation,Biological protectants in rotation with cultural controls,Rotate chlorothalonil / mancozeb-class and labeled SDHI products,Start with disease-free transplants and sanitize benches
Cucumber,Edema,Physiological Leaf Edema (environmental water imbalance),Medium,Leaf undersurface callusing after humid cool nights,On Cucumber: Raise night temperature slightly and improve dehumidification,Pause unnecessary foliar biological sprays until resolved,Focus on climate and irrigation corrections,Train staff to distinguish edema from infection
Lettuce,Edema,Physiological Leaf Edema (environmental water imbalance),Low,Raised watery bumps mistaken for pest damage,On Lettuce: Avoid overwatering on cool cloudy days,Pause unnecessary foliar biological sprays until resolved,Do not treat as fungal leaf spot,Train staff to distinguish edema from infection
Pepper,Edema,Physiological Leaf Edema (environmental water imbalance),Medium,Corky blisters on leaf undersides from excess root pressure,On Pepper: Avoid overwatering on cool cloudy days,Not pathogen-driven; no biocontrol required,Do not treat as fungal leaf spot,Train staff to distinguish edema from infection
Tomato,Edema,Physiological Leaf Edema (environmental water imbalance),Low,Corky blisters on leaf undersides from excess root pressure,On Tomato: Avoid overwatering on cool cloudy days,Not pathogen-driven; no biocontrol required,Do not treat as fungal leaf spot,Prevent high RH with low transpiration nights
Cucumber,Fusarium Wilt,Fusarium Wilt (Fusarium oxysporum),High,Stunting and progressive collapse from root-stem vascular infection,On Cucumber: Switch to resistant rootstock/cultivar; sanitize affected beds,Beneficial Bacillus soil inoculants,Soil treatments only where labels and regulations allow,Resistant cultivars/rootstocks; clean media and trays
Lettuce,Fusarium Wilt,Fusarium Wilt (Fusarium oxysporum),High,Stunting and progressive collapse from root-stem vascular infection,On Lettuce: Remove wilted plants with roots; avoid moving infested soil,Trichoderma and non-pathogenic Fusarium biocontrol strains,Disinfect tools and irrigation lines thoroughly,Avoid root injury; rotate bays when possible
Pepper,Fusarium Wilt,Fusarium Wilt (Fusarium oxysporum),Low,Lower leaves yellow then wilt permanently despite moist soil,On Pepper: Remove wilted plants with roots; avoid moving infested soil,Compost-based suppressiveness programs,Limited curative options; focus on sanitation and resistant varieties,Resistant cultivars/rootstocks; clean media and trays
Potato,Fusarium Wilt,Fusarium Wilt (Fusarium oxysporum),Medium,Lower leaves yellow then wilt permanently despite moist soil,On Potato: Reduce plant stress and apply biological soil suppressants,Beneficial Bacillus soil inoculants,Soil treatments only where labels and regulations allow,Avoid root injury; rotate bays when possible
Strawberry,Fusarium Wilt,Fusarium Wilt (Fusarium oxysporum),Critical,Stunting and progressive collapse from root-stem vascular infection,On Strawberry: Reduce plant stress and apply biological soil suppressants,Compost-based suppressiveness programs,Soil treatments only where labels and regulations allow,Avoid root injury; rotate bays when possible
Tomato,Fusarium Wilt,Fusarium Wilt (Fusarium oxysporum),Low,One-sided wilting; vascular browning in stem cross-section,On Tomato: Remove wilted plants with roots; avoid moving infested soil,Compost-based suppressiveness programs,Disinfect tools and irrigation lines thoroughly,Resistant cultivars/rootstocks; clean media and trays
Cucumber,Gray Mold,Gray Mold / Botrytis Blight (Botrytis cinerea),Medium,Soft blossom blight and fruit rot with ash-gray mycelium,On Cucumber: Reduce RH spikes; spot-treat with labeled Botrytis fungicide/biofungicide,Antagonist sprays on senescent tissue hotspots,Rotate FRAC-coded greenhouse Botrytis fungicides carefully,Heat + vent pulses to break humidity spikes
Lettuce,Gray Mold,Gray Mold / Botrytis Blight (Botrytis cinerea),Critical,"Gray fuzzy sporulation on flowers, fruit, and wounded tissue",On Lettuce: Reduce RH spikes; spot-treat with labeled Botrytis fungicide/biofungicide,Antagonist sprays on senescent tissue hotspots,Rotate FRAC-coded greenhouse Botrytis fungicides carefully,Harvest promptly; remove aborted fruit and petals daily
Pepper,Gray Mold,Gray Mold / Botrytis Blight (Botrytis cinerea),Medium,Soft blossom blight and fruit rot with ash-gray mycelium,On Pepper: Sanitize debris and adjust irrigation timing to morning only,Antagonist sprays on senescent tissue hotspots,Target flower and fruit zones; respect resistance guidelines,Avoid dense canopies and overnight free moisture
Potato,Gray Mold,Gray Mold / Botrytis Blight (Botrytis cinerea),Medium,Necrotic lesions on petals and stems under high humidity,On Potato: Remove dead flowers and infected fruit; increase ventilation immediately,Antagonist sprays on senescent tissue hotspots,Use protectant + specific Botrytis actives under high pressure,Harvest promptly; remove aborted fruit and petals daily
Strawberry,Gray Mold,Gray Mold / Botrytis Blight (Botrytis cinerea),Medium,Necrotic lesions on petals and stems under high humidity,On Strawberry: Sanitize debris and adjust irrigation timing to morning only,Antagonist sprays on senescent tissue hotspots,Target flower and fruit zones; respect resistance guidelines,Heat + vent pulses to break humidity spikes
Tomato,Gray Mold,Gray Mold / Botrytis Blight (Botrytis cinerea),Medium,Soft blossom blight and fruit rot with ash-gray mycelium,On Tomato: Sanitize debris and adjust irrigation timing to morning only,Trichoderma and Bacillus biofungicides preventively on flowers,Rotate FRAC-coded greenhouse Botrytis fungicides carefully,Harvest promptly; remove aborted fruit and petals daily
Cucumber,Heat Stress,Environmental Heat / VPD Stress Disorder,Low,Wilting at peak day heat with recovery at night,On Cucumber: Run fog/pad cooling if available; avoid midday heavy sprays,Supportive biostimulants only if labeled for stress mitigation,No fungicide required; avoid phytotoxic sprays in heat,Monitor canopy temperature; stage harvests for cooler hours
Lettuce,Heat Stress,Environmental Heat / VPD Stress Disorder,Low,Wilting at peak day heat with recovery at night,On Lettuce: Adjust VPD targets and protect fruit from direct hot radiation,No pathogen biological needed; maintain root-zone microbial health,No fungicide required; avoid phytotoxic sprays in heat,Maintain root moisture without waterlogging
Pepper,Heat Stress,Environmental Heat / VPD Stress Disorder,Medium,"Leaf cupping, blossom drop, and sunscald under high temperature",On Pepper: Adjust VPD targets and protect fruit from direct hot radiation,No pathogen biological needed; maintain root-zone microbial health,No fungicide required; avoid phytotoxic sprays in heat,Shade cloth schedules; adequate air exchange
Potato,Heat Stress,Environmental Heat / VPD Stress Disorder,Low,Bleached fruit shoulders and stalled growth,On Potato: Increase shading/ventilation; lower daytime setpoints; pulse irrigation,Keep biological spray programs off peak heat hours,Anti-stress foliar nutrients only when label-safe,Monitor canopy temperature; stage harvests for cooler hours
Strawberry,Heat Stress,Environmental Heat / VPD Stress Disorder,Medium,"Leaf cupping, blossom drop, and sunscald under high temperature",On Strawberry: Increase shading/ventilation; lower daytime setpoints; pulse irrigation,No pathogen biological needed; maintain root-zone microbial health,No fungicide required; avoid phytotoxic sprays in heat,Monitor canopy temperature; stage harvests for cooler hours
Tomato,Heat Stress,Environmental Heat / VPD Stress Disorder,Low,Bleached fruit shoulders and stalled growth,On Tomato: Adjust VPD targets and protect fruit from direct hot radiation,Supportive biostimulants only if labeled for stress mitigation,No fungicide required; avoid phytotoxic sprays in heat,Monitor canopy temperature; stage harvests for cooler hours
Potato,Late Blight,Late Blight (Phytophthora infestans),High,Water-soaked lesions turning brown/black with white sporulation on leaf undersides,"On Potato: Cull symptomatic plants, sanitize zones, and apply protectant + systemic rotation",Copper-alternative biofungicides labeled for Phytophthora where available,Rotate FRAC groups; include labeled systemics when risk is extreme,Monitor cool wet forecasts; remove infected material from the house
Tomato,Late Blight,Late Blight (Phytophthora infestans),Medium,Water-soaked lesions turning brown/black with white sporulation on leaf undersides,On Tomato: Destroy infected debris immediately; tighten spray schedule; dry the canopy,Copper-alternative biofungicides labeled for Phytophthora where available,Follow local PHI and resistance-management rules strictly,Monitor cool wet forecasts; remove infected material from the house
Cucumber,Leaf Spot,Fungal Leaf Spot (Septoria / Cercospora / Alternaria spp.),Critical,Small circular spots with dark borders and chlorotic halos,On Cucumber: Increase airflow and begin a preventive leaf-spot spray rotation,Copper-alternative biologicals on a preventive schedule,Rotate multi-site and single-site actives carefully,Space plants for rapid drying; scout weekly
Lettuce,Leaf Spot,Fungal Leaf Spot (Septoria / Cercospora / Alternaria spp.),High,Numerous leaf lesions coalescing into blighted areas,On Lettuce: Increase airflow and begin a preventive leaf-spot spray rotation,Bacillus subtilis foliar biofungicides,Apply before forecast high-humidity periods,Drip irrigation only; remove lower canopy debris
Pepper,Leaf Spot,Fungal Leaf Spot (Septoria / Cercospora / Alternaria spp.),Low,Speckled foliage; lower leaves yellow and drop prematurely,On Pepper: Sanitize debris and avoid wetting foliage during irrigation,Copper-alternative biologicals on a preventive schedule,Apply before forecast high-humidity periods,Space plants for rapid drying; scout weekly
Potato,Leaf Spot,Fungal Leaf Spot (Septoria / Cercospora / Alternaria spp.),Low,Numerous leaf lesions coalescing into blighted areas,On Potato: Sanitize debris and avoid wetting foliage during irrigation,Copper-alternative biologicals on a preventive schedule,Apply before forecast high-humidity periods,Space plants for rapid drying; scout weekly
Strawberry,Leaf Spot,Fungal Leaf Spot (Septoria / Cercospora / Alternaria spp.),High,Speckled foliage; lower leaves yellow and drop prematurely,On Strawberry: Remove spotted leaves; apply labeled protectant fungicide,Biological protectants during humid weather windows,Copper or protectant fungicides labeled for the crop,Drip irrigation only; remove lower canopy debris
Tomato,Leaf Spot,Fungal Leaf Spot (Septoria / Cercospora / Alternaria spp.),High,Speckled foliage; lower leaves yellow and drop prematurely,On Tomato: Increase airflow and begin a preventive leaf-spot spray rotation,Bacillus subtilis foliar biofungicides,Apply before forecast high-humidity periods,Drip irrigation only; remove lower canopy debris
Cucumber,Mosaic Virus,Mosaic Virus Complex (TMV / CMV / PepMV-related symptoms),Medium,Stunted growth with blistered or fern-leaf foliage,On Cucumber: Remove infected plants; control insect vectors; sanitize hands/tools,Plant health biologicals only as supportive measures,No viricide cures disease; manage vectors with labeled insecticides if required,Control aphids/thrips; remove weed hosts
Lettuce,Mosaic Virus,Mosaic Virus Complex (TMV / CMV / PepMV-related symptoms),Medium,Chlorotic mosaic patterns and uneven fruit color/quality,On Lettuce: No curative spray — rogue symptomatic plants and reset hygiene,"No direct antiviral biological; use vector biocontrol (e.g., beneficials vs aphids)",No viricide cures disease; manage vectors with labeled insecticides if required,Do not touch healthy plants after handling symptomatic ones
